date,AdrActCnt,CapMrktCurUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-05-29,3,,,3.74111485,,,,,,500000000,4,4,133650000,,33412500,,9999999.5,,133650000,,,,
2017-05-30,0,,,,,,,,,500000000,0,0,0,,,,,,0,,,,
2017-05-31,815,,,7.23485041,,,,,,1500000000,1298,1297,207329787.856335,,187188.94340897,,6113.10121548,,242784059.60143403144220172,,,,
2017-06-01,722,,,11.81156443,,,,,,1500000000,1384,1383,126994185.105711,,99999.6459727826,,5000,,138299510.380358393711122528,,,,
2017-06-02,482,,,30.69450197,,,,,,1500000000,818,818,48868686.6980634,,69253.8504248165,,5287.6828109,,56649649.647499919911546043,,,,
2017-06-03,493,,,16.02953422,,,,,,1500000000,1247,1246,93577266.7656096,,90104.2131462618,,7341.71047097,,112269849.580242249743337753,,,,
2017-06-04,1289,,,9.94202699,,,,,,1500000000,3017,3017,150874665.820894,,68259.9307864936,,4252.99,,205940211.182851224889744811,,,,
2017-06-05,893,,,25.08686184,,,,,,1500000000,1796,1796,59792253.3918405,,44498.0902712755,,3777.901690615,,79918570.12721078771338204,,,,
2017-06-06,758,,,25.82913431,,,,,,1500000000,1503,1503,58073955.6280937,,51748.4443643253,,2990,,77777911.879580995596958726,,,,
2017-06-07,713,,,28.76336472,,,,,,1500000000,1494,1494,52149670.7618586,,47788.525229902,,4744.609497355,,71396056.693473593274342,,,,
2017-06-08,572,,,55.69824513,,,,,,1500000000,1142,1142,26930830.5247203,,37628.570276338,,4648.1640557,,42971827.255577963768371032,,,,
2017-06-09,582,,,81.2426887,,,,,,1500000000,1107,1107,18463199.8759216,,21123.7177798885,,3269.99,,23383955.582336562907527047,,,,
2017-06-10,562,,,52.99195826,,,,,,1500000000,1032,1032,28306181.7173904,,40825.5421572443,,3241.351913115,,42131959.506276109098148118,,,,
2017-06-11,570,,,47.94390716,,,,,,1500000000,1106,1106,31286561.5034063,,35069.667062625,,4006.1234425,,38787051.771263215077025299,,,,
2017-06-12,521,,,32.05653925,,,,,,1500000000,952,952,46792324.9020904,,58329.1349636449,,5748.779655545,,55529336.485389975558749443,,,,
2017-06-13,665,,,57.6138594,,,,,,1500000000,1119,1118,26035402.1672214,,29231.3339676274,,3597.26798979,,32680631.37580739463714405,,,,
2017-06-14,464,,,79.89217169,,,,,,1500000000,758,758,18775306.3698326,,33647.7112710775,,3242.60532316,,25504965.143476752146362599,,,,
2017-06-15,511,,,70.58083277,,,,,,1500000000,964,964,21252228.703331,,33544.1541370326,,5999.99630239,,32336564.588099381588613546,,,,
2017-06-16,809,,,46.88634931,,,,,,1500000000,1801,1800,31992254.0805941,,24900.7925274301,,4503.295668825,,44821426.549374244212111094,,,,
2017-06-17,558,,,135.2853992,,,,,,1500000000,944,944,11087671.0190145,,17624.4931785592,,3094.99,,16637521.560559843349646476,,,,
2017-06-18,497,,,133.87447349,,,,,,1500000000,756,756,11204525.8586557,,18136.5643149327,,1990.00027174,,13711242.622089093097571539,,,,
2017-06-19,605,,,113.87535032,,,,,,1500000000,903,903,13172297.5673236,,18682.8017565096,,2591.34637679,,16870569.986128181852953547,,,,
2017-06-20,335,,,130.51805528,,,,,,1500000000,508,508,11492662.8102159,,27681.1089444675,,3899.76673286,,14062003.343789493451285255,,,,
2017-06-21,261,,,4.04517614,,,,,,1500000000,336,336,370812036.252424,,1106812.31686413,,2010.48,,371888938.466348165837955427,,,,
2017-06-22,405,,,64.90309683,,,,,,1500000000,544,543,23111377.9338644,,48601.2517751028,,1590.32134791,,26390479.713880841072756781,,,,
2017-06-23,518,,,85.8233372,,,,,,1500000000,815,814,17477763.6125234,,26583.4535058671,,3000,,21638931.153775796880594486,,,,
2017-06-24,402,,,61.81189492,,,,,,1500000000,570,570,24267173.848279,,46459.7490669957,,2137.46394392,,26482056.968187535395784679,,,,
2017-06-25,341,,,48.82320591,,,,,,1500000000,509,509,30723095.1353932,,72794.257084204,,3532.21379603,,37052276.855859856335003802,,,,
2017-06-26,389,,,54.66758747,,,,,,1500000000,657,658,27438562.2165916,,46563.0891402086,,5140.805347965,,30638512.654257273812736643,,,,
2017-06-27,399,,,50.12137499,,,,,,1500000000,691,691,29927351.36074,,59892.8025711291,,4906.07783504,,41385926.576650212536427775,,,,
2017-06-28,416,,,90.83233996,,,,,,1500000000,694,694,16513942.0671121,,26047.8605624966,,2571.45972702,,18077215.230372647995948338,,,,
2017-06-29,412,,,57.35067465,,,,,,1500000000,690,690,26154879.7673169,,45693.4723008281,,1818.116502095,,31528495.88757139493858744,,,,
2017-06-30,350,,,164.96150354,,,,,,1500000000,485,485,9093030.60271245,,22449.495942348,,2086.0981802,,10888005.532038788887718158,,,,
2017-07-01,287,,,167.63719038,,,,,,1500000000,447,447,8947895.1337659,,27234.8101365182,,3000,,12173960.131023647772370967,,,,
2017-07-02,377,,,66.99836425,,,,,,1499524650,708,708,22381511.352311,,44147.4097316093,,5092.9671625,,31256366.089979381125834509,,,,
2017-07-03,361,,,123.33025943,,,,,,1499524650,587,587,12158611.008475,,23738.6817198712,,4104,,13934606.169564419516672374,,,,
2017-07-04,350,,,200.58292143,,,,,,1499524650,542,542,7475834.13051536,,17365.7306771664,,3260.62511183,,9412226.02702417019000213,,,,
2017-07-05,309,,,146.17407169,,,,,,1499524650,510,510,10258485.8766901,,28300.2861710985,,4330.795197315,,14433145.947260233874530005,,,,
2017-07-06,340,,,169.07956246,,,,,,1499524650,517,517,8868751.65882148,,19716.994574231,,2877.9599,,10193686.194877431631754628,,,,
2017-07-07,272,,,157.84306984,,,,,,1499524650,396,396,9500098.11352105,,32671.019889677,,3026.95,,12937723.876312102811653341,,,,
2017-07-08,282,,,241.08137178,,,,,,1499524650,412,412,6219993.85063225,,21554.2308581632,,3342.495780405,,8880343.113563239367707607,,,,
2017-07-09,270,,,310.19770983,,,,,,1499524650,428,428,4834093.23299196,,16136.9104090089,,3116.24679364,,6906597.655055813382422403,,,,
2017-07-10,273,,,118.81970961,,,,,,1499524650,472,472,12620167.6050293,,31870.7793704481,,3982.95,,15043007.862851505976198001,,,,
2017-07-11,341,,,258.82026655,,,,,,1499524650,521,521,5793691.00407146,,16231.7705205346,,4223.9705825,,8456752.441198545371790801,,,,
2017-07-12,288,,,147.74444976,,,,,,1499521268.00977273,436,436,10149425.3792234,,30218.1280013212,,4105.947787025,,13175103.808576055677812575,,,,
2017-07-13,231,,,192.56267802,,,,,,1499521268.00977273,328,328,7787185.36428696,,30232.021038266,,3577.009728445,,9916102.900551249874465833,,,,
2017-07-14,229,,,350.83725068,,,,,,1499521268.00977273,334,334,4274122.16094534,,18784.8755125921,,3997.24319904,,6274148.421205776439998575,,,,
2017-07-15,169,,,647.75172437,,,,,,1499521268.00977273,218,218,2314962.98906062,,12247.9551281238,,1987.876052395,,2670054.21793098257954756,,,,
2017-07-16,196,,,333.59528211,,,,,,1499521268.00977273,306,306,4495031.40009172,,22678.9524297649,,4397.33042553,,6939759.4435080617330633,,,,
2017-07-17,201,,,506.43671973,,,,,,1499521268.00977273,295,295,2960925.2441427,,13566.1860123812,,2987.5,,4002024.873652447689464086,,,,
2017-07-18,290,,,246.56655425,,,,,,1499521268.00977273,386,386,6081608.56430923,,24967.2714156354,,2479.785527095,,9637366.766435250065704066,,,,
2017-07-19,242,,,4.03108234,,,,,,1499521268.00977273,374,374,371989738.724661,,1000110.2075362,,4913.85543774,,374041217.618536991637607518,,,,
2017-07-20,250,,,280.41817846,,,,,,1499521268.00977273,377,377,5347446.71778171,,17505.312444039,,3847.12846084,,6599502.791402717566313947,,,,
2017-07-21,253,,,215.47728258,,,,,,1499521268.00977273,458,458,6959068.95650169,,20078.7913963195,,5021.09090256,,9196086.45951431471375799,,,,
2017-07-22,292,,,123.99559883,,,,,,1499521268.00977273,595,595,12093342.6839934,,26270.3446294606,,7775,,15630855.054529029593662295,,,,
2017-07-23,324,,,278.80442443,,,,,,1499521268.00977273,594,593,5378398.39191749,,12735.6825388833,,4840.84864474,,7552259.745557808505482339,,,,
2017-07-24,507,,,3.88554365,,,,,,1499521268.00977273,980,980,385923156.305849,,399048.432801116,,6228.187268325,,391067464.145093973474524145,,,,
2017-07-25,372,,,110.08012293,,,,,,1499521268.00977273,712,712,13622089.3302425,,25049.1023739759,,6033.2667146,,17834960.890270867771156908,,,,
2017-07-26,253,,,237.11404896,,,,,,1499521268.00977273,379,379,6324050.70287653,,22454.8005045265,,2500,,8510369.391215549851850826,,,,
2017-07-27,283,,,209.1270018,,,,,,1499521268.00977273,397,397,7170385.72294041,,21104.5835702011,,3438.22912308,,8378519.677369851338951835,,,,
2017-07-28,311,,,183.16968654,,,,,,1499521268.00977273,537,537,8186514.35350504,,17241.2239770327,,5033.8627279,,9258537.275666568130323315,,,,
2017-07-29,220,,,233.36134342,,,,,,1499521268.00977273,282,282,6425748.35248901,,26198.8525433638,,2546.25330773,,7388076.417228581794630889,,,,
2017-07-30,227,,,134.28033116,,,,,,1499521268.00977273,308,308,11167095.3968785,,59019.6922687186,,1729.87504985201,,18178065.218765323406063066,,,,
2017-07-31,221,,,276.41066954,,,,,,1499521268.00977273,326,326,5424976.07102826,,18856.8696647412,,4729.345731315,,6147339.51070563497670814,,,,
2017-08-01,206,,,133.30068099,,,,,,1499521268.00977273,413,413,11249164.3467696,,40424.2468777393,,7511.9,,16695213.960506330004821728,,,,
2017-08-02,248,,,164.14916879,,,,,,1499521268.00977273,451,451,9135113.37951156,,31838.7869236961,,7967.56283286,,14359292.902586962971151049,,,,
2017-08-03,331,,,106.97830784,,,,,,1499521268.00977273,661,661,14017059.1427655,,25089.0070592568,,7059.99,,16583833.666168778150764388,,,,
2017-08-04,380,,,143.8315126,,,,,,1499521268.00977273,815,815,10425540.5574007,,18593.5217176309,,6780.7480285,,15153720.199869146313410166,,,,
2017-08-05,322,,,156.05030758,,,,,,1499521268.00977273,597,597,9609216.99702191,,24776.9253006608,,5004.99,,14791824.404494502301532884,,,,
2017-08-06,383,,,85.38977963,,,,,,1499521268.00977273,723,723,17560898.6746347,,28121.547967235,,5771.272,,20331879.180310910178582685,,,,
2017-08-07,484,,,75.67775007,,,,,,1499521268.00977273,876,876,19814559.3215786,,31357.7365240855,,4999.99505,,27469377.195098881255715904,,,,
2017-08-08,415,,,205.0069318,,,,,,1499521268.00977273,662,662,7314490.56305689,,17301.2806223418,,2852.3815909,,11453447.771990275890496887,,,,
2017-08-09,331,,,149.55646775,,,,,,1499521268.00977273,504,504,10026455.4955323,,24356.898589475,,4402.825574925,,12275876.889095388101165386,,,,
2017-08-10,659,,,108.91522435,,,,,,1499521268.00977273,1082,1082,13767783.8609996,,18242.7622207245,,3886.1055,,19738668.722823892198963619,,,,
2017-08-11,927,,,57.28003972,,,,,,1499521268.00977273,1731,1731,26178774.9355355,,22552.3039079227,,4634.79549544,,39038038.06461422539201227,,,,
2017-08-12,585,,,171.44741424,,,,,,1499521268.00977273,937,936,8746246.04093919,,12920.961460495,,3207.58131986,,12094019.927023357759696629,,,,
2017-08-13,487,,,129.92092396,,,,,,1499521268.00977273,750,749,11541799.5981488,,19610.2138749501,,2999.99,,14688050.192337595414243477,,,,
2017-08-14,531,,,186.66708302,,,,,,1499521268.00977273,845,844,8033131.73261779,,13494.8533300378,,3157.466602315,,11389656.210551869429237813,,,,
2017-08-15,392,,,248.9535187,,,,,,1499521268.00977273,572,572,6023298.14753531,,12518.0400762386,,2377.65202623,,7160318.923608501342043716,,,,
2017-08-16,485,,,166.61677801,,,,,,1499521268.00977273,734,734,8999821.54186451,,17677.5293348661,,2134.234130435,,12975306.531791693488816694,,,,
2017-08-17,1165,,,50.2532698,,,,,,1499521268.00977273,2298,2297,29839277.6038974,,19799.0821010746,,4000,,45478491.586168409965416021,,,,
2017-08-18,580,,,193.86072497,,,,,,1499521268.00977273,877,877,7735044.15715032,,11583.7283685767,,1793.31521943,,10158929.779241765877910421,,,,
2017-08-19,441,,,211.33787658,,,,,,1499521268.00977273,639,639,7095373.96829057,,12555.4805256898,,2000,,8022952.055915787254462022,,,,
2017-08-20,405,,,218.05812401,,,,,,1499521268.00977273,605,605,6876704.43278482,,13040.1413512664,,1500,,7889285.517516195916005235,,,,
2017-08-21,461,,,248.8887856,,,,,,1499521268.00977273,631,631,6024864.73777168,,12689.2882451146,,2007.55,,8006940.882667326557286053,,,,
2017-08-22,358,,,308.29004319,,,,,,1499521268.00977273,490,490,4863995.1277092,,12013.6461592267,,1086.99442223,,5886686.61802109844074808,,,,
2017-08-23,415,,,400.65045551,,,,,,1499521268.00977273,557,557,3742716.99279426,,9198.86065015033,,999.99,,5123765.382133732297650558,,,,
2017-08-24,330,,,352.57238076,,,,,,1499521268.00977273,459,459,4253087.73419509,,12071.7408134215,,1204.842148,,5540929.033360478757036482,,,,
2017-08-25,478,,,357.30710463,,,,,,1499521268.00977273,656,656,4196729.50400124,,9634.25820899853,,1009.35910783,,6320073.385103038473937864,,,,
2017-08-26,364,,,423.42650709,,,,,,1499521268.00977273,496,496,3541396.77818608,,9743.34758776137,,1210.4634165,,4832700.403529641808908753,,,,
2017-08-27,410,,,503.41720155,,,,,,1499521268.00977273,561,561,2978685.00200017,,7188.67085356689,,1362.77191435,,4032844.34885102264583992,,,,
2017-08-28,490,,,64.97013278,,,,,,1499521268.00977273,725,725,23080163.2066103,,33564.4807299158,,1294.99,,24334248.529188985465303256,,,,
2017-08-29,491,,,283.8370627,,,,,,1499521268.00977273,685,685,5283035.46322599,,9411.35031664279,,1250,,6446774.966900311189766055,,,,
2017-08-30,589,,,198.44102035,,,,,,1499521268.00977273,944,944,7556508.55538441,,10517.3060024817,,2386.31100985,,9928336.86634275707436565,,,,
2017-08-31,645,,,147.98543362,,,,,,1499521268.00977273,1029,1029,10132897.7546498,,12778.6162632716,,2438.9,,13149196.134906460800746863,,,,
2017-09-01,1300,,,87.04261992,,,,,,1499521268.00977273,2030,2030,17227437.1946011,,11364.2161059241,,1101.04054701,,23069358.695025911522036368,,,,
2017-09-02,906,,,138.81921556,,,,,,1499521268.00977273,1488,1488,10801971.9169829,,8763.62439160319,,1184.2,,13040273.09470555124778803,,,,
2017-09-03,750,,,202.7297494,,,,,,1499521268.00977273,1150,1149,7396651.31757166,,10479.4321046978,,841.99,,12040867.488297797324789475,,,,
2017-09-04,1211,,,122.68260961,,,,,,1499521268.00977273,1723,1722,12222769.5738016,,9876.42015787409,,998.56485742,,17007195.511859181339963521,,,,
2017-09-05,1648,,,92.02679427,,,,,,1499521268.00977273,2248,2248,16294398.6024904,,8154.37626304528,,541.260980855,,18331037.839325786918110498,,,,
2017-09-06,1562,,,103.69062854,,,,,,1499521268.00977273,1998,1998,14461492.7025944,,7963.10816595058,,451.896962935,,15910290.115569267587602003,,,,
2017-09-07,1453,,,106.85546091,,,,,,1499521268.00977273,1898,1898,14033173.927211,,8321.92269426797,,406.135574055,,15795009.273720615332848754,,,,
2017-09-08,1367,,,126.34734681,,,,,,1499521268.00977273,1784,1784,11868245.0078316,,7738.33235727125,,566.42342789,,13805184.925371912127615229,,,,
2017-09-09,1084,,,76.05128288,,,,,,1499521268.00977273,1402,1402,19717238.3046459,,15044.5149392526,,465.616111645,,21092409.94483215170808172,,,,
2017-09-10,870,,,214.83582887,,,,,,1499521268.00977273,1110,1110,6979847.2439362,,8202.89811637527,,515.47665676,,9105216.909176548613305301,,,,
2017-09-11,927,,,360.85110441,,,,,,1499521268.00977273,1122,1121,4155512.48057373,,4926.1464705388,,406.19740883,,5522210.193473998587896968,,,,
2017-09-12,1107,,,319.46776988,,,,,,1499521268.00977273,1321,1321,4693810.79844669,,4384.2088325637,,463.22851661024,,5791539.867816647811299419,,,,
2017-09-13,887,,,413.18605052,,,,,,1499521268.00977273,1049,1048,3629167.21441878,,5063.95198100388,,513.08552885,,5307021.676092067886285823,,,,
2017-09-14,871,,,324.72746705,,,,,,1499521268.00977273,1076,1075,4617783.89618861,,6057.38255475334,,590.99193219,,6511686.246359837808420209,,,,
2017-09-15,1019,,,226.80858167,,,,,,1499521268.00977273,1237,1236,6611395.64016503,,6777.21540590043,,536.68140725,,8376638.24169293484664041,,,,
2017-09-16,949,,,246.7153139,,,,,,1499521268.00977273,1174,1175,6077941.59305853,,7389.37523319346,,569.8130627,,8682515.899002321571905646,,,,
2017-09-17,1220,,,128.36522301,,,,,,1499521268.00977273,1708,1704,11681678.5170509,,10213.0971978257,,949.08006522,,17403117.625095071571502486,,,,
2017-09-18,1345,,,78.02893039,,,,,,1499521268.00977273,1797,1790,19217503.8217107,,17768.8096532878,,555.24943278,,31806169.279385192719967374,,,,
2017-09-19,911,,,155.57964543,,,,,,1499521268.00977273,1119,1118,9638286.96132379,,11821.0901519453,,600,,13215978.789874883421625015,,,,
2017-09-20,664,,,392.28360047,,,,,,1499521268.00977273,835,834,3822543.85907365,,6165.86020506454,,661.311717379048,,5142327.411023830176040875,,,,
2017-09-21,717,,,667.12511189,,,,,,1499521268.00977273,896,896,2247736.20612068,,3160.40625034929,,544.64803057,,2831724.000312959448451241,,,,
2017-09-22,643,,,254.45311727,,,,,,1499521268.00977273,767,766,5893114.15831689,,8429.7629653077,,500,,6457198.43142570120545617,,,,
2017-09-23,635,,,759.24826758,,,,,,1499521268.00977273,771,772,1975007.8229091,,2967.38950421766,,500,,2290824.697256029946022918,,,,
